epi_week;date;country;state;city;ibgeID;newDeaths;deaths;newCases;totalCases;deaths100k;totalCases100k;source;last_info_date
36;01/09/2020;Brazil;RJ;Cachoeiras de Macacu/RJ;3300803;1;27;3;543;45,26252;910,27962;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Cambuci/RJ;3300902;1;5;3;173;32,21442;1114,6189;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Campos dos Goytacazes/RJ;3301009;5;306;99;4587;59,45869;891,29746;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Cantagalo/RJ;3301108;0;1;9;99;4,95958;490,99836;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Carapebus/RJ;3300936;0;4;2;268;23,7262;1589,65538;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Cardoso Moreira/RJ;3301157;0;1;5;318;7,80153;2480,88625;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Carmo/RJ;3301207;0;2;0;127;10,43787;662,80466;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Casimiro de Abreu/RJ;3301306;0;20;0;760;43,60719;1657,07309;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Comendador Levy Gasparian/RJ;3300951;0;3;2;133;34,92433;1548,31199;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Conceição de Macabu/RJ;3301405;0;11;8;518;46,68732;2198,54845;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Cordeiro/RJ;3301504;0;1;17;163;4,51427;735,82521;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Duas Barras/RJ;3301603;0;3;0;61;25,94482;527,54475;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Duque de Caxias/RJ;3301702;1;655;124;8157;70,47186;877,61674;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Engenheiro Paulo de Frontin/RJ;3301801;0;3;0;123;21,21941;869,99576;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Guapimirim/RJ;3301850;0;54;13;1451;86,78184;2331,86018;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Iguaba Grande/RJ;3301876;0;32;12;527;109,05125;1795,93784;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Itaboraí/RJ;3301900;0;197;35;4175;80,60029;1708,15331;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Itaguaí/RJ;3302007;2;112;6;2147;82,02304;1572,35238;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Italva/RJ;3302056;0;6;0;328;38,99396;2131,66959;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Itaocara/RJ;3302106;4;23;7;331;99,09095;1426,04799;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Itaperuna/RJ;3302205;3;40;37;2537;38,33107;2431,14782;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Itatiaia/RJ;3302254;0;10;3;318;30,94825;984,15449;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Japeri/RJ;3302270;0;24;5;305;22,57846;286,9346;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Laje do Muriaé/RJ;3302304;0;0;9;233;0;3192,65552;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Macaé/RJ;3302403;0;134;82;7101;50,3502;2668,18469;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Macuco/RJ;3302452;0;2;2;48;35,42331;850,1594;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Magé/RJ;3302502;3;189;62;3217;76,28935;1298,53355;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Mangaratiba/RJ;3302601;0;34;10;678;74,00797;1475,80592;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Maricá/RJ;3302700;2;108;13;3133;64,41301;1868,57361;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Mendes/RJ;3302809;0;2;0;141;10,70606;754,77758;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Mesquita/RJ;3302858;3;160;9;1250;90,38731;706,15086;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Miguel Pereira/RJ;3302908;0;12;0;240;46,83475;936,69503;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Miracema/RJ;3303005;0;3;5;387;11,05624;1426,25488;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Natividade/RJ;3303104;1;4;7;473;26,13525;3090,4933;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Nilópolis/RJ;3303203;5;157;14;1161;96,38229;712,73781;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Niterói/RJ;3303302;6;371;126;11256;71,76279;2177,25603;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Nova Friburgo/RJ;3303401;1;101;40;2453;52,69639;1279,84389;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Nova Iguaçu/RJ;3303500;3;521;57;5428;63,12183;657,63011;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Paracambi/RJ;3303609;0;31;0;587;58,38811;1105,60714;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Paraty/RJ;3303807;0;31;9;724;70,17544;1638,93605;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Paraíba do Sul/RJ;3303708;0;24;8;846;53,64207;1890,88308;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Paty do Alferes/RJ;3303856;0;5;0;167;17,89421;597,6666;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Petrópolis/RJ;3303906;1;170;4;1845;55,34863;600,69544;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Pinheiral/RJ;3303955;0;11;3;439;43,03094;1717,32582;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Piraí/RJ;3304003;0;13;4;633;43,62123;2124,01852;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Porciúncula/RJ;3304102;2;14;8;559;73,42144;2931,61317;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Porto Real/RJ;3304110;0;11;9;326;54,31026;1609,55861;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Quatis/RJ;3304128;0;1;1;136;6,86719;933,93765;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Queimados/RJ;3304144;2;53;6;2274;34,79722;1492,99788;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Quissamã/RJ;3304151;0;16;5;425;62,6591;1664,38222;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Resende/RJ;3304201;0;70;54;1828;52,5352;1371,91919;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Rio Bonito/RJ;3304300;1;54;40;1619;88,62629;2657,14755;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Rio Claro/RJ;3304409;0;12;2;267;64,25015;1429,56578;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Rio das Flores/RJ;3304508;0;2;0;14;21,27433;148,92033;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Rio das Ostras/RJ;3304524;0;71;11;1704;44,50601;1068,14435;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Rio de Janeiro/RJ;3304557;74;9737;1222;91688;143,70766;1353,21636;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Santa Maria Madalena/RJ;3304607;0;3;0;93;28,90173;895,95376;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Santo Antônio de Pádua/RJ;3304706;1;12;12;1009;28,09975;2362,72099;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Sapucaia/RJ;3305406;0;23;7;339;125,88944;1855,50082;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Saquarema/RJ;3305505;1;54;2;1019;58,73523;1108,35563;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Seropédica/RJ;3305554;0;50;4;692;59,63669;825,37183;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Silva Jardim/RJ;3305604;0;6;0;141;27,55454;647,53157;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Sumidouro/RJ;3305703;0;10;13;118;63,65778;751,16175;SES;02/10/2021
36;01/09/2020;Brazil;RJ;São Fidélis/RJ;3304805;0;22;0;239;56,77566;616,79011;SES;02/10/2021
36;01/09/2020;Brazil;RJ;São Francisco de Itabapoana/RJ;3304755;0;22;4;524;52,11541;1241,29436;SES;02/10/2021
36;01/09/2020;Brazil;RJ;São Gonçalo/RJ;3304904;6;660;87;10942;60,08975;996,21526;SES;02/10/2021
36;01/09/2020;Brazil;RJ;São José de Ubá/RJ;3305133;0;0;0;134;0;1850,82873;SES;02/10/2021
36;01/09/2020;Brazil;RJ;São José do Vale do Rio Preto/RJ;3305158;1;15;4;402;68,08279;1824,61874;SES;02/10/2021
36;01/09/2020;Brazil;RJ;São João da Barra/RJ;3305000;0;10;2;799;27,22496;2175,27429;SES;02/10/2021
36;01/09/2020;Brazil;RJ;São João de Meriti/RJ;3305109;5;393;42;3019;83,01911;637,74729;SES;02/10/2021
36;01/09/2020;Brazil;RJ;São Pedro da Aldeia/RJ;3305208;1;35;7;1099;32,54119;1021,7933;SES;02/10/2021
36;01/09/2020;Brazil;RJ;São Sebastião do Alto/RJ;3305307;0;1;1;25;10,62022;265,50552;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Tanguá/RJ;3305752;0;37;23;763;106,02327;2186,37171;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Teresópolis/RJ;3305802;3;115;224;4242;61,88785;2282,85438;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Trajano de Moraes/RJ;3305901;0;0;0;55;0;516,28649;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Três Rios/RJ;3306008;1;59;39;2404;71,5429;2915,07009;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Valença/RJ;3306107;0;11;3;468;14,24834;606,20191;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Varre-Sai/RJ;3306156;0;0;12;414;0;3693,79015;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Vassouras/RJ;3306206;0;24;7;672;64,40878;1803,44587;SES;02/10/2021
36;01/09/2020;Brazil;RJ;Volta Redonda/RJ;3306305;1;188;100;5597;68,38229;2035,82795;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Angra dos Reis/RJ;3300100;2;155;3;4860;73,74947;2312,40276;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Aperibé/RJ;3300159;0;6;0;169;49,85045;1404,12097;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Araruama/RJ;3300209;1;61;21;1146;44,81702;841,97224;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Areal/RJ;3300225;1;7;1;169;54,84604;1324,14009;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Armação dos Búzios/RJ;3300233;0;13;2;402;37,07929;1146,60582;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Arraial do Cabo/RJ;3300258;0;6;2;166;19,46346;538,48899;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Barra Mansa/RJ;3300407;3;109;44;1781;58,84354;961,47098;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Barra do Piraí/RJ;3300308;0;45;8;950;44,49322;939,30136;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Belford Roxo/RJ;3300456;0;266;105;7794;51,62653;1512,69605;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Bom Jardim/RJ;3300506;0;4;2;138;14,39937;496,77814;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Bom Jesus do Itabapoana/RJ;3300605;0;20;4;719;53,61068;1927,30392;SES;02/10/2021
36;02/09/2020;Brazil;RJ;CASO SEM LOCALIZAÇÃO DEFINIDA/RJ;33;0;0;0;0;0;0;SES;02/09/2020
36;02/09/2020;Brazil;RJ;Cabo Frio/RJ;3300704;5;123;18;2078;52,54681;887,74207;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Cachoeiras de Macacu/RJ;3300803;0;27;9;552;45,26252;925,36713;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Cambuci/RJ;3300902;0;5;0;173;32,21442;1114,6189;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Campos dos Goytacazes/RJ;3301009;13;319;54;4641;61,98472;901,79017;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Cantagalo/RJ;3301108;0;1;11;110;4,95958;545,55374;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Carapebus/RJ;3300936;0;4;0;268;23,7262;1589,65538;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Cardoso Moreira/RJ;3301157;0;1;0;318;7,80153;2480,88625;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Carmo/RJ;3301207;0;2;4;131;10,43787;683,68039;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Casimiro de Abreu/RJ;3301306;1;21;3;763;45,78755;1663,61416;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Comendador Levy Gasparian/RJ;3300951;0;3;3;136;34,92433;1583,23632;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Conceição de Macabu/RJ;3301405;0;11;19;537;46,68732;2279,19019;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Cordeiro/RJ;3301504;0;1;0;163;4,51427;735,82521;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Duas Barras/RJ;3301603;0;3;0;61;25,94482;527,54475;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Duque de Caxias/RJ;3301702;2;657;79;8236;70,68704;886,1164;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Engenheiro Paulo de Frontin/RJ;3301801;0;3;1;124;21,21941;877,06889;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Guapimirim/RJ;3301850;2;56;33;1484;89,99598;2384,89353;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Iguaba Grande/RJ;3301876;0;32;4;531;109,05125;1809,56925;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Itaboraí/RJ;3301900;2;199;30;4205;81,41857;1720,42747;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Itaguaí/RJ;3302007;1;113;9;2156;82,75539;1578,94351;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Italva/RJ;3302056;0;6;4;332;38,99396;2157,66556;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Itaocara/RJ;3302106;0;23;0;331;99,09095;1426,04799;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Itaperuna/RJ;3302205;3;43;18;2555;41,2059;2448,3968;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Itatiaia/RJ;3302254;0;10;8;326;30,94825;1008,9131;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Japeri/RJ;3302270;1;25;10;315;23,51923;296,34229;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Laje do Muriaé/RJ;3302304;0;0;0;233;0;3192,65552;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Macaé/RJ;3302403;-1;133;82;7183;49,97445;2698,996;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Macuco/RJ;3302452;0;2;0;48;35,42331;850,1594;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Magé/RJ;3302502;2;191;55;3272;77,09665;1320,73415;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Mangaratiba/RJ;3302601;0;34;5;683;74,00797;1486,68945;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Maricá/RJ;3302700;0;108;43;3176;64,41301;1894,21953;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Mendes/RJ;3302809;0;2;1;142;10,70606;760,13061;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Mesquita/RJ;3302858;0;160;7;1257;90,38731;710,1053;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Miguel Pereira/RJ;3302908;0;12;1;241;46,83475;940,59792;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Miracema/RJ;3303005;0;3;5;392;11,05624;1444,68195;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Natividade/RJ;3303104;0;4;1;474;26,13525;3097,02712;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Nilópolis/RJ;3303203;2;159;11;1172;97,61009;719,49071;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Niterói/RJ;3303302;0;371;46;11302;71,76279;2186,15384;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Nova Friburgo/RJ;3303401;0;101;31;2484;52,69639;1296,01803;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Nova Iguaçu/RJ;3303500;2;523;62;5490;63,36414;665,14173;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Paracambi/RJ;3303609;0;31;11;598;58,38811;1126,3255;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Paraty/RJ;3303807;0;31;17;741;70,17544;1677,41935;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Paraíba do Sul/RJ;3303708;0;24;5;851;53,64207;1902,05851;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Paty do Alferes/RJ;3303856;0;5;0;167;17,89421;597,6666;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Petrópolis/RJ;3303906;1;171;15;1860;55,67421;605,57914;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Pinheiral/RJ;3303955;0;11;3;442;43,03094;1729,06153;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Piraí/RJ;3304003;0;13;2;635;43,62123;2130,72948;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Porciúncula/RJ;3304102;0;14;7;566;73,42144;2968,32389;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Porto Real/RJ;3304110;1;12;2;328;59,24756;1619,4332;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Quatis/RJ;3304128;1;2;1;137;13,73438;940,80483;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Queimados/RJ;3304144;3;56;27;2301;36,76688;1510,72477;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Quissamã/RJ;3304151;0;16;2;427;62,6591;1672,21461;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Resende/RJ;3304201;3;73;7;1835;54,78671;1377,17271;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Rio Bonito/RJ;3304300;0;54;3;1622;88,62629;2662,07123;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Rio Claro/RJ;3304409;0;12;1;268;64,25015;1434,91996;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Rio das Flores/RJ;3304508;0;2;0;14;21,27433;148,92033;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Rio das Ostras/RJ;3304524;-1;70;21;1725;43,87917;1081,3081;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Rio de Janeiro/RJ;3304557;41;9778;200;91888;144,31277;1356,16815;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Santa Maria Madalena/RJ;3304607;0;3;0;93;28,90173;895,95376;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Santo Antônio de Pádua/RJ;3304706;1;13;9;1018;30,4414;2383,79581;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Sapucaia/RJ;3305406;0;23;13;352;125,88944;1926,65572;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Saquarema/RJ;3305505;0;54;4;1023;58,73523;1112,70639;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Seropédica/RJ;3305554;0;50;2;694;59,63669;827,7573;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Silva Jardim/RJ;3305604;0;6;1;142;27,55454;652,124;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Sumidouro/RJ;3305703;0;10;6;124;63,65778;789,35642;SES;02/10/2021
36;02/09/2020;Brazil;RJ;São Fidélis/RJ;3304805;0;22;0;239;56,77566;616,79011;SES;02/10/2021
36;02/09/2020;Brazil;RJ;São Francisco de Itabapoana/RJ;3304755;0;22;2;526;52,11541;1246,03212;SES;02/10/2021
36;02/09/2020;Brazil;RJ;São Gonçalo/RJ;3304904;1;661;63;11005;60,1808;1001,9511;SES;02/10/2021
36;02/09/2020;Brazil;RJ;São José de Ubá/RJ;3305133;0;0;1;135;0;1864,64088;SES;02/10/2021
36;02/09/2020;Brazil;RJ;São José do Vale do Rio Preto/RJ;3305158;0;15;1;403;68,08279;1829,15759;SES;02/10/2021
36;02/09/2020;Brazil;RJ;São João da Barra/RJ;3305000;0;10;13;812;27,22496;2210,66674;SES;02/10/2021
36;02/09/2020;Brazil;RJ;São João de Meriti/RJ;3305109;1;394;16;3035;83,23035;641,1272;SES;02/10/2021
36;02/09/2020;Brazil;RJ;São Pedro da Aldeia/RJ;3305208;0;35;21;1120;32,54119;1041,31801;SES;02/10/2021
36;02/09/2020;Brazil;RJ;São Sebastião do Alto/RJ;3305307;0;1;0;25;10,62022;265,50552;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Tanguá/RJ;3305752;1;38;10;773;108,88876;2215,02665;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Teresópolis/RJ;3305802;1;116;64;4306;62,426;2317,29631;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Trajano de Moraes/RJ;3305901;0;0;0;55;0;516,28649;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Três Rios/RJ;3306008;0;59;8;2412;71,5429;2924,77082;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Valença/RJ;3306107;1;12;12;480;15,54364;621,74555;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Varre-Sai/RJ;3306156;0;0;53;467;0;4166,66667;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Vassouras/RJ;3306206;0;24;0;672;64,40878;1803,44587;SES;02/10/2021
36;02/09/2020;Brazil;RJ;Volta Redonda/RJ;3306305;1;189;50;5647;68,74602;2054,01473;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Angra dos Reis/RJ;3300100;2;157;4;4864;74,70108;2314,30597;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Aperibé/RJ;3300159;0;6;0;169;49,85045;1404,12097;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Araruama/RJ;3300209;0;61;25;1171;44,81702;860,33987;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Areal/RJ;3300225;0;7;5;174;54,84604;1363,31583;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Armação dos Búzios/RJ;3300233;0;13;0;402;37,07929;1146,60582;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Arraial do Cabo/RJ;3300258;0;6;3;169;19,46346;548,22072;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Barra Mansa/RJ;3300407;5;114;23;1804;61,54278;973,88751;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Barra do Piraí/RJ;3300308;2;47;12;962;46,4707;951,16622;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Belford Roxo/RJ;3300456;0;266;60;7854;51,62653;1524,34113;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Bom Jardim/RJ;3300506;0;4;0;138;14,39937;496,77814;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Bom Jesus do Itabapoana/RJ;3300605;1;21;1;720;56,29121;1929,98445;SES;02/10/2021
36;03/09/2020;Brazil;RJ;CASO SEM LOCALIZAÇÃO DEFINIDA/RJ;33;0;0;0;0;0;0;SES;03/09/2020
36;03/09/2020;Brazil;RJ;Cabo Frio/RJ;3300704;1;124;41;2119;52,97402;905,25767;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Cachoeiras de Macacu/RJ;3300803;0;27;3;555;45,26252;930,3963;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Cambuci/RJ;3300902;0;5;0;173;32,21442;1114,6189;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Campos dos Goytacazes/RJ;3301009;0;319;67;4708;61,98472;914,80891;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Cantagalo/RJ;3301108;0;1;3;113;4,95958;560,43248;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Carapebus/RJ;3300936;0;4;3;271;23,7262;1607,45003;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Cardoso Moreira/RJ;3301157;0;1;4;322;7,80153;2512,09237;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Carmo/RJ;3301207;1;3;5;136;15,6568;709,77506;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Casimiro de Abreu/RJ;3301306;0;21;0;763;45,78755;1663,61416;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Comendador Levy Gasparian/RJ;3300951;0;3;8;144;34,92433;1676,36787;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Conceição de Macabu/RJ;3301405;1;12;5;542;50,93162;2300,4117;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Cordeiro/RJ;3301504;0;1;0;163;4,51427;735,82521;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Duas Barras/RJ;3301603;0;3;0;61;25,94482;527,54475;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Duque de Caxias/RJ;3301702;5;662;159;8395;71,22499;903,22331;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Engenheiro Paulo de Frontin/RJ;3301801;0;3;0;124;21,21941;877,06889;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Guapimirim/RJ;3301850;0;56;45;1529;89,99598;2457,21173;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Iguaba Grande/RJ;3301876;1;33;14;545;112,45911;1857,27917;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Itaboraí/RJ;3301900;0;199;29;4234;81,41857;1732,29248;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Itaguaí/RJ;3302007;0;113;8;2164;82,75539;1584,8023;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Italva/RJ;3302056;0;6;0;332;38,99396;2157,66556;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Itaocara/RJ;3302106;0;23;1;332;99,09095;1430,3563;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Itaperuna/RJ;3302205;0;43;10;2565;41,2059;2457,97957;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Itatiaia/RJ;3302254;0;10;7;333;30,94825;1030,57688;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Japeri/RJ;3302270;0;25;16;331;23,51923;311,3946;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Laje do Muriaé/RJ;3302304;0;0;0;233;0;3192,65552;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Macaé/RJ;3302403;0;133;50;7233;49,97445;2717,78339;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Macuco/RJ;3302452;0;2;0;48;35,42331;850,1594;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Magé/RJ;3302502;1;192;48;3320;77,50029;1340,10923;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Mangaratiba/RJ;3302601;0;34;3;686;74,00797;1493,21956;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Maricá/RJ;3302700;0;108;17;3193;64,41301;1904,35861;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Mendes/RJ;3302809;0;2;1;143;10,70606;765,48365;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Mesquita/RJ;3302858;1;161;13;1270;90,95223;717,44927;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Miguel Pereira/RJ;3302908;0;12;3;244;46,83475;952,30661;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Miracema/RJ;3303005;0;3;2;394;11,05624;1452,05278;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Natividade/RJ;3303104;0;4;4;478;26,13525;3123,16237;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Nilópolis/RJ;3303203;0;159;7;1179;97,61009;723,78801;SES;02/10/2021
36;03/09/2020;Brazil;RJ;Niterói/RJ;3303302;8;379;178;11480;73,31024;2220,58451;SES;02/10/2021
